PipeID,Age,Diameter,Depth,Slope,Length,Pipe_type,Connection,Pipe_form,Material,Rainfall,Geology,GroundWater Level,Soil_type,Landslide_area,Population,Building_area,Land_cover,Distance_to_road,TrafficVol
142566,53,110,-4.59,-17.35,14.14,Wastewater,Others,S,PVC,145.97,Geology-0,18.28,SoilType-9,No,138,No,LandCover-1,RoadClass-0,0
142573,72,230,-1.43,1.54,5.9,Combined,MUF,S,BET,121.96,Geology-0,17.9,SoilType-4,No,142,No,LandCover-2,RoadClass-2,0
142578,21,200,-1.2,2.34,1.62,Combined,MUF,S,PVC,116.57,Geology-2,22.18,SoilType-2,No,187,No,LandCover-4,RoadClass-0,0
142579,58,110,-3.43,1.71,5.81,Stormwater,Others,S,PVC,151.79,Geology-0,21.11,SoilType-7,No,92,Yes,LandCover-2,RoadClass-4,0
142583,26,110,-1.19,2.62,36.83,Wastewater,Others,S,PVC,145.86,Geology-0,18.78,SoilType-9,No,180,No,LandCover-2,RoadClass-3,0
142584,26,110,-1.85,-2.04,6.49,Wastewater,Others,S,PVC,145.85,Geology-0,18.79,SoilType-9,No,180,No,LandCover-4,RoadClass-3,0
142586,29,110,-3.34,0.2,13.11,Wastewater,Others,S,PVC,145.18,Geology-0,18.66,SoilType-9,No,180,No,LandCover-1,RoadClass-1,0
142587,29,110,-2.26,0.45,11.94,Wastewater,Others,S,PVC,145.14,Geology-0,18.66,SoilType-9,No,180,No,LandCover-4,RoadClass-2,0
142590,29,110,-3.08,-0.21,4.82,Stormwater,Others,S,PVC,145.15,Geology-0,18.66,SoilType-9,No,180,No,LandCover-4,RoadClass-1,0
142591,29,110,-2.58,1.06,4.79,Stormwater,Others,S,PVC,145.12,Geology-0,18.65,SoilType-9,No,180,No,LandCover-4,RoadClass-2,0
142592,29,110,-3.69,-0.14,13.46,Stormwater,Others,S,PVC,145.14,Geology-0,18.65,SoilType-9,No,180,No,LandCover-4,RoadClass-0,0
142593,29,110,-3.66,-0.13,11.36,Wastewater,Others,S,PVC,145.14,Geology-0,18.65,SoilType-9,No,180,No,LandCover-4,RoadClass-0,0
142594,29,110,-2.71,-0.07,4.82,Wastewater,Others,S,PVC,145.12,Geology-0,18.65,SoilType-9,No,180,No,LandCover-4,RoadClass-2,0
142595,29,110,-4.11,-0.22,5.36,Stormwater,Others,S,PVC,145.16,Geology-0,18.65,SoilType-9,No,180,No,LandCover-1,RoadClass-0,0
142596,21,200,-1.03,3.77,4.66,Wastewater,Others,S,PVC,147.58,Geology-0,17.9,SoilType-9,No,41,No,LandCover-2,RoadClass-3,0
142597,21,200,-1.16,5.19,10.42,Wastewater,Others,S,PVC,147.56,Geology-0,17.88,SoilType-9,No,41,No,LandCover-3,RoadClass-3,0
142598,21,200,-1.96,6.56,4.69,Wastewater,Others,S,PVC,147.6,Geology-0,17.91,SoilType-9,No,41,No,LandCover-2,RoadClass-3,0
142599,21,125,-1.98,17.04,1.36,Wastewater,Others,S,PVC,147.6,Geology-0,17.92,SoilType-9,No,41,No,LandCover-2,RoadClass-3,0
142600,21,110,-1.96,-2.61,255.84,Wastewater,Others,S,PVC,148.11,Geology-0,18.03,SoilType-9,No,41,No,LandCover-2,RoadClass-4,0
142605,26,110,-4.71,0.35,43.99,Wastewater,Others,S,PVC,145.59,Geology-0,18.73,SoilType-9,No,180,No,LandCover-1,RoadClass-2,0
142606,26,110,-5.43,0.25,4.5,Wastewater,Others,S,PVC,145.53,Geology-0,18.71,SoilType-9,No,180,No,LandCover-2,RoadClass-3,0
142607,26,110,-4.45,0.35,4.16,Wastewater,Others,S,PVC,145.61,Geology-0,18.73,SoilType-9,No,180,No,LandCover-1,RoadClass-2,0
142608,26,110,-4.49,0.63,4.67,Wastewater,Others,S,PVC,145.64,Geology-0,18.74,SoilType-9,No,180,No,LandCover-1,RoadClass-1,0
142613,26,110,-4.4,-0.61,49.78,Wastewater,Others,S,PVC,145.38,Geology-0,18.65,SoilType-9,No,180,No,LandCover-2,RoadClass-2,0
142614,26,110,-5.38,0.23,3.37,Wastewater,Others,S,PVC,145.44,Geology-0,18.68,SoilType-9,No,180,No,LandCover-1,RoadClass-3,0
142615,26,110,-4.75,-0.22,5.18,Wastewater,Others,S,PVC,145.33,Geology-0,18.65,SoilType-9,No,180,No,LandCover-2,RoadClass-2,0
142616,26,110,-5.02,0.08,4.97,Wastewater,Others,S,PVC,145.35,Geology-0,18.65,SoilType-9,No,180,No,LandCover-2,RoadClass-2,0
142621,26,110,-3.68,0.31,84.12,Wastewater,Others,S,PVC,145.55,Geology-0,18.67,SoilType-9,No,180,No,LandCover-2,RoadClass-2,0
142622,26,110,-3.39,0.03,5.26,Wastewater,Others,S,PVC,145.66,Geology-0,18.71,SoilType-9,No,180,No,LandCover-1,RoadClass-2,0
142623,26,110,-3.41,-0.04,4.77,Wastewater,Others,S,PVC,145.65,Geology-0,18.71,SoilType-9,No,180,No,LandCover-1,RoadClass-3,0
142627,26,110,-2.86,-1.35,16.01,Wastewater,Others,S,PVC,145.4,Geology-0,18.65,SoilType-9,No,180,No,LandCover-2,RoadClass-1,0
142628,26,110,-2.99,-0.67,10.92,Wastewater,Others,S,PVC,145.4,Geology-0,18.65,SoilType-9,No,180,No,LandCover-2,RoadClass-2,0
142629,26,110,-3.16,-1.4,3.13,Wastewater,Others,S,PVC,145.4,Geology-0,18.65,SoilType-9,No,180,No,LandCover-2,RoadClass-2,0
142633,26,110,-2.03,-1.18,17.96,Wastewater,Others,S,PVC,145.49,Geology-0,18.65,SoilType-9,No,180,No,LandCover-2,RoadClass-2,0
142634,26,110,-1.96,2.08,2.8,Wastewater,Others,S,PVC,145.47,Geology-0,18.65,SoilType-4,No,180,No,LandCover-2,RoadClass-2,0
142635,26,110,-2.11,-2.02,1.86,Wastewater,Others,S,PVC,145.52,Geology-0,18.66,SoilType-9,No,180,No,LandCover-2,RoadClass-2,0
142639,26,110,-2.53,-0.04,18.23,Wastewater,Others,S,PVC,145.65,Geology-0,18.69,SoilType-9,No,180,No,LandCover-2,RoadClass-2,0
142640,26,110,-2.57,0.21,1.93,Wastewater,Others,S,PVC,145.68,Geology-0,18.7,SoilType-4,No,180,No,LandCover-2,RoadClass-2,0
142641,26,110,-2.56,-0.41,2.56,Wastewater,Others,S,PVC,145.63,Geology-0,18.69,SoilType-4,No,180,No,LandCover-2,RoadClass-2,0
142647,26,110,-1.56,0.87,5.72,Wastewater,Others,S,PVC,145.83,Geology-0,18.75,SoilType-4,No,180,No,LandCover-2,RoadClass-3,0
142648,26,110,-1.43,0.81,6.84,Wastewater,Others,S,PVC,145.88,Geology-0,18.75,SoilType-4,No,180,No,LandCover-2,RoadClass-1,0
142651,26,110,-1.92,8.94,8.13,Wastewater,Others,S,PVC,145.85,Geology-0,18.77,SoilType-9,No,180,No,LandCover-4,RoadClass-3,0
142652,26,110,-3.18,8.21,9.77,Wastewater,Others,S,PVC,145.82,Geology-0,18.78,SoilType-9,No,180,No,LandCover-4,RoadClass-2,0
142653,21,200,-0.4,0.98,12.12,Wastewater,Others,S,PVC,147.47,Geology-0,17.89,SoilType-9,No,41,No,LandCover-2,RoadClass-3,0
142654,21,200,-0.9,-6,3.21,Wastewater,Others,S,PVC,147.58,Geology-0,17.9,SoilType-9,No,41,Yes,LandCover-2,RoadClass-3,0
142669,26,200,-1.68,-0.38,21.45,Stormwater,Others,S,PVC,150.28,Geology-0,27.93,SoilType-6,No,45,No,LandCover-2,RoadClass-0,0
142670,26,200,-1.4,1.36,26.98,Stormwater,Others,S,PVC,150.17,Geology-0,27.86,SoilType-6,No,45,No,LandCover-1,RoadClass-0,0
142671,26,160,-1.39,0.35,14.43,Wastewater,Others,S,PVC,150.08,Geology-0,26.95,SoilType-6,No,263,No,LandCover-4,RoadClass-1,0
142672,26,160,-2.36,-0.91,82.28,Wastewater,Others,S,PVC,150.27,Geology-0,27.18,SoilType-6,No,263,No,LandCover-4,RoadClass-4,0
142673,26,125,-2.5,-0.45,25.98,Wastewater,Others,S,PVC,150.47,Geology-0,27.46,SoilType-6,No,263,Yes,LandCover-1,RoadClass-3,0
142674,26,160,-1.34,0.27,14.15,Stormwater,Others,S,PVC,150.08,Geology-0,26.95,SoilType-6,No,263,No,LandCover-4,RoadClass-1,0
142675,26,160,-2.33,-0.95,82.29,Stormwater,Others,S,PVC,150.27,Geology-0,27.18,SoilType-6,No,263,No,LandCover-4,RoadClass-4,0
142676,26,160,-2.47,-0.37,25.59,Stormwater,Others,S,PVC,150.47,Geology-0,27.46,SoilType-6,No,263,Yes,LandCover-1,RoadClass-3,0
142677,26,160,-1.48,-0.11,35.09,Stormwater,Others,S,PVC,150.52,Geology-0,27.45,SoilType-6,No,263,No,LandCover-1,RoadClass-2,0
142678,58,125,-3.32,-2.4,3.7,Wastewater,IM,S,PVC,151.81,Geology-0,21.12,SoilType-7,No,92,No,LandCover-2,RoadClass-4,0
142681,56,100,-2.33,0.5,22.59,Wastewater,Others,S,BET,151.89,Geology-0,21.18,SoilType-7,No,92,No,LandCover-4,RoadClass-4,0
142682,56,100,-2.45,0.22,27.53,Wastewater,Others,S,BET,151.82,Geology-0,21.13,SoilType-7,No,92,No,LandCover-2,RoadClass-4,0
142683,56,100,-2.4,-0.57,22.44,Wastewater,Others,S,BET,151.87,Geology-0,21.17,SoilType-7,No,92,No,LandCover-4,RoadClass-4,0
142685,56,100,-2.42,0.86,26.29,Wastewater,Others,S,BET,151.82,Geology-0,21.13,SoilType-7,No,92,No,LandCover-2,RoadClass-4,0
142686,56,200,-2.46,0.8,2.47,Stormwater,Others,S,BET,151.84,Geology-0,21.15,SoilType-7,No,92,Yes,LandCover-2,RoadClass-4,0
142687,56,200,-2.33,-0.95,1.9,Stormwater,Others,S,BET,151.84,Geology-0,21.15,SoilType-7,No,92,No,LandCover-2,RoadClass-4,0
142688,18,500,-2.13,-0.16,21.87,Stormwater,IM,S,Others,151.69,Geology-0,21.03,SoilType-7,No,0,No,LandCover-1,RoadClass-4,0
142689,58,150,-0.94,0.22,13.23,Stormwater,IM,S,BET,151.58,Geology-0,20.96,SoilType-7,No,56,No,LandCover-2,RoadClass-4,0
142690,58,150,-1.31,0.47,8.69,Stormwater,IM,S,BET,151.57,Geology-0,20.94,SoilType-7,No,0,No,LandCover-2,RoadClass-4,0
142691,58,150,-1.47,-0.57,6.65,Stormwater,IM,S,BET,151.59,Geology-0,20.96,SoilType-7,No,0,No,LandCover-1,RoadClass-4,0
142692,56,125,-2.61,0.57,53.25,Wastewater,Others,S,PVC,151.78,Geology-0,21.11,SoilType-7,No,56,No,LandCover-2,RoadClass-4,0
142693,56,100,-2.24,-0.3,7.86,Wastewater,Others,S,Others,151.91,Geology-0,21.2,SoilType-9,No,92,No,LandCover-4,RoadClass-4,0
142700,32,110,-0.32,5.21,9.98,Wastewater,Others,S,PVC,144.28,Geology-0,17.55,SoilType-9,No,59,No,LandCover-2,RoadClass-0,0
142705,32,32,-0.83,-0.11,2.97,Wastewater,Others,S,Others,145.6,Geology-0,17.76,SoilType-9,No,91,No,LandCover-1,RoadClass-1,0
142707,32,110,-0.97,-0.02,3.76,Wastewater,Others,S,PVC,145.65,Geology-0,17.76,SoilType-9,No,91,No,LandCover-2,RoadClass-0,0
142709,32,110,-1.15,-0.29,4.91,Wastewater,Others,S,PVC,145.71,Geology-0,17.76,SoilType-9,No,138,No,LandCover-2,RoadClass-0,0
142711,55,110,-1.87,0,4.72,Wastewater,Others,S,PVC,152.12,Geology-2,26.85,SoilType-5,No,184,No,LandCover-2,RoadClass-1,0
142712,55,200,-1.36,-1.75,28.73,Wastewater,Others,S,PVC,152.16,Geology-2,26.64,SoilType-5,No,184,No,LandCover-2,RoadClass-0,0
142713,52,315,-1.36,-2.26,27.06,Stormwater,Others,S,PVC,152.16,Geology-2,26.64,SoilType-5,No,184,No,LandCover-2,RoadClass-1,0
142714,32,110,-2.13,-0.12,5.7,Wastewater,Others,S,PVC,145.78,Geology-0,17.78,SoilType-9,No,138,No,LandCover-1,RoadClass-1,0
142716,32,110,-2.21,-0.34,5.42,Wastewater,Others,S,PVC,145.83,Geology-0,17.8,SoilType-9,No,138,No,LandCover-1,RoadClass-1,0
142718,32,110,-2.26,-0.02,5.6,Wastewater,Others,S,PVC,145.85,Geology-0,17.8,SoilType-9,No,138,No,LandCover-1,RoadClass-2,0
142721,36,110,-1.95,2.04,10.74,Wastewater,Others,S,PVC,143.94,Geology-0,17.46,SoilType-9,No,59,No,LandCover-4,RoadClass-2,0
142722,32,110,-0.86,1.73,11.48,Wastewater,Others,S,PVC,144.08,Geology-0,17.46,SoilType-9,No,59,No,LandCover-2,RoadClass-3,0
142724,36,110,-1.97,0.94,12.07,Wastewater,Others,S,PVC,144.21,Geology-0,17.46,SoilType-9,No,59,No,LandCover-4,RoadClass-2,0
142727,21,160,-1.88,15.56,2.76,Stormwater,Others,S,PVC,152.75,Geology-0,14.57,SoilType-9,No,0,No,LandCover-4,RoadClass-0,0
142728,58,110,-2.05,1.83,2.25,Stormwater,Others,S,PVC,152.18,Geology-2,26.83,SoilType-5,No,184,No,LandCover-4,RoadClass-0,0
142729,21,160,-1.43,7.79,5.46,Stormwater,Others,S,PVC,152.76,Geology-0,14.61,SoilType-9,No,0,No,LandCover-4,RoadClass-0,0
142730,21,160,-1.79,11.28,3.79,Stormwater,Others,S,PVC,152.76,Geology-0,14.61,SoilType-9,No,0,No,LandCover-4,RoadClass-0,0
142731,21,250,-3.22,5.63,43.15,Stormwater,Others,S,PVC,152.81,Geology-0,14.51,SoilType-9,No,0,No,LandCover-1,RoadClass-0,0
142732,21,160,-2.01,11,6.75,Stormwater,Others,S,PVC,152.75,Geology-0,14.57,SoilType-9,No,0,No,LandCover-4,RoadClass-0,0
142733,21,200,-2.02,5.22,11.89,Wastewater,Others,S,PVC,152.74,Geology-0,14.58,SoilType-9,No,0,No,LandCover-4,RoadClass-0,0
142734,21,200,-1.08,5.37,42.31,Wastewater,Others,S,PVC,152.83,Geology-0,14.49,SoilType-9,No,0,No,LandCover-1,RoadClass-0,0
142735,50,110,-3.76,0.78,27.95,Wastewater,Others,S,PVC,154.5,Geology-0,22.3,SoilType-6,No,51,No,LandCover-2,RoadClass-3,0
142739,45,110,-10.27,-0.58,8.61,Wastewater,Others,S,PVC,154.56,Geology-0,22.07,SoilType-6,No,26,No,LandCover-2,RoadClass-3,0
142740,45,110,-3.53,-2.35,45.59,Wastewater,Others,S,PVC,154.47,Geology-0,21.89,SoilType-6,No,26,No,LandCover-2,RoadClass-3,0
142743,49,110,-12.76,-1.14,59.02,Wastewater,Others,S,PVC,155.9,Geology-0,22.93,SoilType-6,No,30,No,LandCover-1,RoadClass-3,0
142744,21,110,-0.57,-1.1,0.77,Stormwater,Others,S,PVC,83.72,Geology-2,-2.51,SoilType-0,Yes,70,No,LandCover-2,RoadClass-0,0
142783,70,230,-9.66,0.02,19.97,Stormwater,Others,Others,BET,158.99,Geology-2,24.94,SoilType-6,No,7,No,LandCover-1,RoadClass-0,11390
142784,70,230,-5.78,0.01,17.62,Stormwater,Others,Others,BET,161.09,Geology-2,27.05,SoilType-6,No,6,No,LandCover-4,RoadClass-0,11390
142787,70,230,-10.21,0.05,16.61,Stormwater,Others,Others,BET,165.2,Geology-2,30.94,SoilType-6,No,1,No,LandCover-4,RoadClass-0,11390
142791,70,230,-11.4,0.03,15.79,Stormwater,Others,Others,BET,167.01,Geology-2,32.61,SoilType-6,No,0,No,LandCover-2,RoadClass-0,11390
142793,70,230,-5.64,0.15,16.01,Stormwater,Others,Others,BET,168.31,Geology-2,33.82,SoilType-6,No,0,No,LandCover-2,RoadClass-0,11390
142794,70,230,-5.93,0.1,17.58,Stormwater,Others,Others,BET,169.23,Geology-2,34.68,SoilType-6,No,23,No,LandCover-4,RoadClass-0,11390
142796,56,100,-2.23,-0.31,6.04,Wastewater,Others,S,Others,151.91,Geology-0,21.2,SoilType-9,No,92,No,LandCover-4,RoadClass-4,0
142797,56,100,-2.28,-0.3,4.67,Wastewater,Others,S,Others,151.91,Geology-0,21.2,SoilType-9,No,92,No,LandCover-4,RoadClass-4,0
142798,58,110,-3.06,-2.16,15.38,Wastewater,IM,S,PVC,151.78,Geology-0,21.1,SoilType-7,No,92,Yes,LandCover-2,RoadClass-4,0
142799,58,110,-2.43,-1.14,4.37,Wastewater,IM,S,PVC,151.77,Geology-0,21.09,SoilType-7,No,0,Yes,LandCover-2,RoadClass-4,0
142800,56,100,-2.24,-0.27,4.42,Stormwater,Others,S,BET,151.74,Geology-0,21.07,SoilType-7,No,0,No,LandCover-1,RoadClass-4,0
142801,56,100,-2.25,-0.15,1.85,Stormwater,Others,S,BET,151.75,Geology-0,21.07,SoilType-7,No,0,No,LandCover-1,RoadClass-4,0
142802,56,60,-2.27,0.77,2.96,Stormwater,Others,S,Others,151.75,Geology-0,21.07,SoilType-7,No,0,No,LandCover-1,RoadClass-4,0
142803,56,125,-2.27,0.2,5.2,Stormwater,Others,S,BET,151.75,Geology-0,21.07,SoilType-7,No,0,No,LandCover-1,RoadClass-4,0
142806,57,200,-0.67,2.87,14.69,Wastewater,Others,S,PVC,122.37,Geology-2,19.59,SoilType-9,No,26,No,LandCover-2,RoadClass-3,0
142807,57,200,-1.34,3.8,26.79,Wastewater,Others,S,PVC,122.33,Geology-2,19.54,SoilType-9,No,26,Yes,LandCover-2,RoadClass-3,0
142808,21,200,-1.82,6.06,0.94,Wastewater,Others,S,PVC,122.35,Geology-2,19.57,SoilType-9,No,26,No,LandCover-2,RoadClass-3,0
142816,48,110,-2.64,1.09,11.75,Wastewater,Others,S,PVC,154.21,Geology-0,23.06,SoilType-6,No,20,No,LandCover-1,RoadClass-2,0
142819,48,110,-5.4,0.52,23.38,Wastewater,Others,S,PVC,154.75,Geology-0,23.63,SoilType-5,No,61,No,LandCover-4,RoadClass-3,0
142828,21,110,-1.5,-3.09,10.25,Wastewater,Others,S,PVC,122.34,Geology-2,19.56,SoilType-9,No,26,No,LandCover-2,RoadClass-3,0
142829,21,110,-1.7,1.98,1.01,Wastewater,Others,S,PVC,122.34,Geology-2,19.56,SoilType-9,No,26,No,LandCover-2,RoadClass-3,0
142830,21,200,-0.97,3.31,29.03,Wastewater,Others,S,PVC,122.32,Geology-2,19.54,SoilType-9,No,26,No,LandCover-2,RoadClass-3,0
142831,63,150,-1.71,9.64,0.75,Combined,MUF,S,BET,144.43,Geology-2,21.79,SoilType-5,No,209,No,LandCover-4,RoadClass-3,0
142832,21,160,-1.74,-2.53,13.5,Combined,MUF,S,PVC,144.42,Geology-2,21.85,SoilType-5,No,209,No,LandCover-2,RoadClass-3,0
142833,21,200,-1.94,-4.14,29.27,Stormwater,Others,S,PVC,144.42,Geology-2,21.88,SoilType-5,No,209,No,LandCover-4,RoadClass-3,0
142834,21,110,-1.83,34.07,1.19,Stormwater,Others,S,PVC,144.42,Geology-2,21.82,SoilType-5,No,209,No,LandCover-4,RoadClass-3,0
142835,21,200,-1.23,0.81,96.62,Stormwater,Others,S,PVC,147.6,Geology-0,19.17,SoilType-9,No,182,No,LandCover-4,RoadClass-0,0
142836,21,110,-1.18,-2.67,4.05,Stormwater,Others,S,PVC,147.82,Geology-0,19.23,SoilType-9,No,182,No,LandCover-4,RoadClass-0,0
142837,21,110,-1.11,1.7,1.39,Stormwater,Others,S,PVC,147.6,Geology-0,19.17,SoilType-9,No,182,No,LandCover-4,RoadClass-0,0
142838,21,200,-1.8,4.62,21.71,Wastewater,Others,S,PVC,147.68,Geology-0,17.93,SoilType-9,No,41,No,LandCover-4,RoadClass-3,0
142861,36,110,-7.42,0.66,11.26,Wastewater,Others,S,PVC,151.77,Geology-2,11.8,SoilType-6,No,0,No,LandCover-2,RoadClass-3,0
142862,20,800,-0.92,3.57,44.97,Stormwater,MUF,S,BET,150.43,Geology-2,17.17,SoilType-4,No,207,No,LandCover-1,RoadClass-1,0
142863,50,600,-3.69,4.82,40.4,Stormwater,Others,Others,PPP,150.26,Geology-2,16.81,SoilType-4,No,92,No,LandCover-4,RoadClass-3,0
142864,56,160,-2.5,-3.24,12.94,Stormwater,Others,Others,BET,151.82,Geology-0,21.13,SoilType-7,No,92,No,LandCover-2,RoadClass-4,0
142865,56,150,-2.03,-2.56,2.19,Stormwater,Others,Others,BET,151.78,Geology-0,21.11,SoilType-7,No,56,No,LandCover-2,RoadClass-4,0
142866,56,150,-1.95,-2.89,1.73,Stormwater,Others,Others,BET,151.78,Geology-0,21.11,SoilType-7,No,56,No,LandCover-2,RoadClass-4,0
142867,56,125,-3.41,-1.86,7.95,Stormwater,Others,Others,BET,151.81,Geology-0,21.12,SoilType-7,No,92,No,LandCover-2,RoadClass-4,0
142868,56,150,-2.28,-0.03,3.49,Stormwater,Others,Others,BET,151.75,Geology-0,21.07,SoilType-7,No,0,No,LandCover-1,RoadClass-4,0
142870,62,200,-1.54,3.09,11.26,Combined,MUF,S,BET,121.8,Geology-0,17.93,SoilType-4,No,159,No,LandCover-2,RoadClass-3,0
142875,70,125,-5.05,9.53,35.22,Wastewater,MUF,S,BET,127.29,Geology-2,18.5,SoilType-6,No,97,No,LandCover-4,RoadClass-4,0
142884,22,125,-1.44,0.59,41.29,Stormwater,Others,S,PVC,162.94,Geology-0,25.9,SoilType-8,No,202,No,LandCover-2,RoadClass-2,0
142885,22,125,-1.33,0.7,12.33,Stormwater,Others,S,PVC,162.82,Geology-0,26.1,SoilType-5,No,202,No,LandCover-2,RoadClass-1,0
142886,22,125,-1.4,0.62,40.5,Wastewater,Others,S,PVC,162.93,Geology-0,25.92,SoilType-8,No,202,No,LandCover-2,RoadClass-2,0
142887,22,125,-1.28,0.22,14.95,Wastewater,Others,S,PVC,162.82,Geology-0,26.1,SoilType-5,No,202,No,LandCover-2,RoadClass-1,0
142889,22,110,-1.43,0.49,10.73,Wastewater,Others,S,PVC,162.95,Geology-0,25.95,SoilType-8,No,202,No,LandCover-1,RoadClass-2,0
142890,22,110,-1.45,0.55,9.54,Stormwater,Others,S,PVC,162.95,Geology-0,25.95,SoilType-8,No,202,No,LandCover-1,RoadClass-2,0
142892,22,110,-1.46,0.44,8.84,Wastewater,Others,S,PVC,162.85,Geology-0,26.03,SoilType-8,No,202,No,LandCover-2,RoadClass-1,0
142894,22,110,-1.45,0.37,8.8,Stormwater,Others,S,PVC,162.85,Geology-0,26.03,SoilType-8,No,202,No,LandCover-2,RoadClass-1,0
142895,22,110,-1.34,-1.68,9.73,Wastewater,Others,S,PVC,162.75,Geology-0,26.16,SoilType-5,No,202,No,LandCover-1,RoadClass-1,0
142896,22,110,-1.26,1.41,13.26,Stormwater,Others,S,PVC,162.75,Geology-0,26.16,SoilType-5,No,202,No,LandCover-1,RoadClass-1,0
142900,22,110,-1.93,3.46,6.44,Wastewater,Others,S,PVC,164.17,Geology-0,22.19,SoilType-6,No,121,No,LandCover-2,RoadClass-2,0
142901,22,110,-2.1,1.49,9.3,Wastewater,Others,S,PVC,164.2,Geology-0,22.12,SoilType-6,No,121,No,LandCover-2,RoadClass-1,0
142902,22,110,-2.1,1.32,11.22,Stormwater,Others,S,PVC,164.2,Geology-0,22.12,SoilType-6,No,121,No,LandCover-2,RoadClass-1,0
142905,23,110,-10.86,0.81,1.72,Wastewater,Others,S,PVC,121.68,Geology-2,23.1,SoilType-2,No,143,No,LandCover-1,RoadClass-3,0
142906,23,110,-4.84,-0.71,26.83,Stormwater,Others,S,PVC,121.67,Geology-2,23.11,SoilType-2,No,143,No,LandCover-4,RoadClass-2,0
142907,22,110,-2.11,2.29,40.62,Wastewater,Others,S,PVC,150.38,Geology-2,22.39,SoilType-4,No,163,No,LandCover-2,RoadClass-3,0
142911,22,110,-2.42,1.92,36.17,Stormwater,Others,S,PVC,150.38,Geology-2,22.39,SoilType-4,No,163,No,LandCover-1,RoadClass-3,0
142913,22,110,-1.57,0.11,18.32,Wastewater,Others,S,PVC,153.13,Geology-0,25.84,SoilType-5,No,213,No,LandCover-1,RoadClass-1,0
142914,22,110,-0.84,0.13,8.91,Wastewater,Others,S,PVC,153.14,Geology-0,25.83,SoilType-5,No,213,No,LandCover-1,RoadClass-2,0
142916,21,200,-2.04,9.86,7.09,Stormwater,Others,S,PVC,152.88,Geology-0,14.45,SoilType-9,No,0,No,LandCover-1,RoadClass-0,0
142917,21,160,-1.57,-9.56,1.44,Stormwater,Others,S,PVC,152.89,Geology-0,14.44,SoilType-9,No,0,No,LandCover-1,RoadClass-0,0
142918,21,160,-2.08,9.29,7.52,Wastewater,Others,S,PVC,152.88,Geology-0,14.45,SoilType-9,No,0,No,LandCover-1,RoadClass-0,0
142919,21,200,-2.24,1,24.85,Stormwater,Others,S,PVC,152.86,Geology-0,14.31,SoilType-9,No,0,No,LandCover-2,RoadClass-0,0
142920,21,160,-2.3,1.29,24.07,Wastewater,Others,S,PVC,152.85,Geology-0,14.27,SoilType-9,No,0,No,LandCover-2,RoadClass-0,0
142921,21,250,-2.09,3.41,41.23,Stormwater,Others,S,PVC,152.94,Geology-0,14.31,SoilType-9,No,0,No,LandCover-2,RoadClass-0,0
142922,21,200,-2.44,3.68,39.4,Wastewater,Others,S,PVC,152.94,Geology-0,14.31,SoilType-9,No,0,No,LandCover-2,RoadClass-0,0
142941,63,125,-10.63,0.13,0.91,Wastewater,Others,S,BET,131.28,Geology-2,19.4,SoilType-6,No,123,No,LandCover-4,RoadClass-3,0
142942,27,160,-2.22,-0.35,31.95,Wastewater,Others,S,PVC,152.97,Geology-0,11.09,SoilType-9,No,0,No,LandCover-2,RoadClass-2,0
142945,21,160,-1.65,6.55,3.67,Stormwater,Others,S,PVC,152.97,Geology-0,14.28,SoilType-9,No,0,No,LandCover-2,RoadClass-0,0
142946,21,250,-1.43,4.39,34.96,Stormwater,Others,S,PVC,153.06,Geology-0,14.36,SoilType-9,No,0,No,LandCover-2,RoadClass-0,0
142947,21,200,-1.33,4.48,34.3,Wastewater,Others,S,PVC,153.06,Geology-0,14.36,SoilType-9,No,0,No,LandCover-2,RoadClass-0,0
142948,19,300,-1.95,-1.97,3.89,Combined,Others,S,Others,75.38,Geology-2,-11.65,SoilType-2,No,87,No,LandCover-1,RoadClass-0,0
142949,55,225,-2.53,-4.38,14.39,Combined,Others,S,PVC,89.58,Geology-2,4.88,SoilType-2,No,443,No,LandCover-1,RoadClass-0,0
142950,65,100,-1.04,-9.05,30.51,Stormwater,Others,S,BET,81.08,Geology-2,-5.05,SoilType-2,No,443,No,LandCover-1,RoadClass-0,0
142951,55,110,-1.37,9.42,6.17,Stormwater,Others,S,PVC,81.76,Geology-2,-4.29,SoilType-2,No,443,No,LandCover-1,RoadClass-0,0
142954,24,110,-1.82,0.01,13.34,Wastewater,Others,S,PPP,121.66,Geology-2,18.44,SoilType-9,No,109,No,LandCover-4,RoadClass-2,0
142962,49,200,-0.23,-1.84,85.7,Stormwater,Others,S,PVC,153.13,Geology-0,28.44,SoilType-5,No,66,No,LandCover-1,RoadClass-4,0
142964,49,200,-0.36,-2.63,3.83,Stormwater,Others,S,PVC,153.14,Geology-0,28.41,SoilType-5,No,66,No,LandCover-1,RoadClass-4,0
142971,49,125,-6.25,-0.01,7.77,Wastewater,Others,S,PVC,153.12,Geology-0,28.24,SoilType-2,No,66,No,LandCover-1,RoadClass-4,0
142972,49,125,-2.98,0,46.07,Wastewater,Others,S,PVC,153.11,Geology-0,28.03,SoilType-5,No,66,No,LandCover-4,RoadClass-3,0
142973,49,125,-2.79,6.56,3.43,Wastewater,Others,S,PVC,153.11,Geology-0,27.79,SoilType-5,No,66,No,LandCover-1,RoadClass-2,0
142990,21,250,-1.88,6.5,24.44,Stormwater,Others,S,PVC,153.17,Geology-0,14.43,SoilType-9,No,0,No,LandCover-4,RoadClass-0,0
