PipeID,Age,Diameter,Depth,Slope,Length,Pipe_Type,Connection_Type,Pipe_Form,Material,Rainfall,Geology,Groundwater,Soil_Type,Landslide_Area,Population,Building_Area,Land_Cover,Distance_to_Road,Traffic_Volume,Condition_Classes
58219,41,160,-0.07,0.53,34.22,Wastewater,Others,S,PVC,122.78,Geology-2,15.96,SoilType-9,No,123,No,LandCover-1,RoadClass-3,0,1
74456,17,225,-3.55,4.4,72.52,Combined,MUF,S,Others,104.57,Geology-2,15.45,SoilType-2,No,320,No,LandCover-1,RoadClass-0,0,1
63182,50,300,-0.91,3.9,53.17,Combined,MUF,S,BET,133.93,Geology-2,18.15,SoilType-5,No,147,No,LandCover-1,RoadClass-0,0,1
165855,0,250,-1.5,-1.82,3.82,Stormwater,Others,S,PVC,118.32,Geology-2,15.57,SoilType-5,No,303,No,LandCover-1,RoadClass-0,0,0
159164,1,200,-1.84,4.79,93.14,Stormwater,Others,S,PVC,122.58,Geology-2,17.82,SoilType-9,No,111,No,LandCover-2,RoadClass-1,0,0
153958,1,200,-0.5,0.55,38.21,Wastewater,Others,S,PVC,148.28,Geology-0,7.81,SoilType-7,No,0,No,LandCover-5,RoadClass-0,0,0
55461,40,160,-1.96,0.72,74.2,Wastewater,Others,S,PVC,142.49,Geology-0,21.35,SoilType-4,No,109,No,LandCover-4,RoadClass-2,0,0
162534,1,200,-1.25,0.93,44,Wastewater,Others,S,PVC,125.95,Geology-0,16.35,SoilType-4,No,146,No,LandCover-2,RoadClass-0,0,0
163695,1,315,-1.14,0.89,52.93,Wastewater,Others,S,PVC,118.39,Geology-0,15.58,SoilType-9,No,129,No,LandCover-2,RoadClass-0,5100,0
65616,24,200,-1.16,6.66,19.9,Combined,MUF,S,BET,135.67,Geology-2,16.48,SoilType-5,No,251,No,LandCover-4,RoadClass-3,0,1
157387,1,200,-1.33,0.94,63.73,Stormwater,Others,S,PVC,124.62,Geology-2,16.06,SoilType-0,No,85,No,LandCover-2,RoadClass-0,0,0
59705,40,225,-2.21,1.66,42.33,Combined,MUF,S,BET,127.11,Geology-0,16.8,SoilType-9,No,66,No,LandCover-2,RoadClass-0,0,0
160111,1,315,-1.63,1.61,44.2,Combined,Others,S,PVC,131.78,Geology-2,19.1,SoilType-6,No,130,No,LandCover-1,RoadClass-2,0,1
81301,49,225,-2.3,0.9,37.68,Combined,MUF,S,BET,135,Geology-2,19.04,SoilType-5,No,200,No,LandCover-4,RoadClass-2,0,1
74001,21,315,-1.31,0.16,32.99,Wastewater,Others,S,PVC,142.16,Geology-0,14.77,SoilType-9,No,239,No,LandCover-1,RoadClass-1,0,0
49791,59,300,-1.77,1.21,19.07,Combined,MUF,S,BET,122.4,Geology-0,15.69,SoilType-4,No,54,No,LandCover-4,RoadClass-0,6690,1
169591,0,250,-1.12,2.63,45.42,Stormwater,Others,S,PVC,103.36,Geology-2,15.45,SoilType-2,No,320,No,LandCover-1,RoadClass-0,0,0
159843,1,250,-1.28,2.8,22.15,Stormwater,Others,S,PVC,122.42,Geology-2,15.48,SoilType-2,No,115,No,LandCover-2,RoadClass-0,0,0
67759,33,200,-1.43,0.63,26.69,Combined,IM,S,PVC,143.89,Geology-0,16.28,SoilType-9,No,55,No,LandCover-2,RoadClass-4,0,0
9567,61,150,-6.88,0.53,39.94,Combined,MUF,S,BET,116.39,Geology-2,15.5,SoilType-2,No,146,No,LandCover-1,RoadClass-1,0,1
73964,99,300,-1.66,5.75,7.77,Combined,Others,S,Others,106.59,Geology-2,15.5,SoilType-2,No,546,No,LandCover-1,RoadClass-0,0,1
66662,56,200,-3.27,1.68,30.06,Wastewater,MUF,S,BET,129.35,Geology-2,32.91,SoilType-5,No,138,No,LandCover-2,RoadClass-1,0,1
57220,43,225,-2.11,2.18,53.24,Combined,MUF,S,BET,141.82,Geology-0,25.85,SoilType-5,No,190,No,LandCover-1,RoadClass-0,0,1
63138,47,300,-1.6,0.46,28.79,Stormwater,MUF,S,BET,132.88,Geology-2,18.94,SoilType-4,No,125,No,LandCover-1,RoadClass-0,0,1
47616,25,200,-0.93,5.33,37.57,Combined,MUF,S,PVC,106.34,Geology-2,15.48,SoilType-2,No,216,No,LandCover-1,RoadClass-0,0,0
27901,101,400,-1.85,1.12,17.03,Combined,Others,S,Others,103.66,Geology-2,15.47,SoilType-2,No,85,No,LandCover-1,RoadClass-0,0,0
65479,40,225,-1.9,13.44,12.76,Combined,MUF,S,BET,137.01,Geology-2,14.8,SoilType-5,No,70,No,LandCover-1,RoadClass-1,0,0
4241,90,400,-0.56,0.59,40.01,Combined,MUF,S,BET,123.18,Geology-2,15.51,SoilType-2,No,237,No,LandCover-4,RoadClass-2,0,1
66115,38,200,-2.02,3.08,29.02,Wastewater,MUF,S,BET,129.83,Geology-2,30.15,SoilType-5,No,0,No,LandCover-2,RoadClass-0,0,1
171062,1,250,-2.66,0.78,60.87,Wastewater,Others,S,PVC,143.62,Geology-0,16.06,SoilType-9,No,55,No,LandCover-4,RoadClass-4,0,0
67758,33,300,-2.3,0.47,44.81,Combined,Others,S,BET,143.82,Geology-0,16.21,SoilType-9,No,55,No,LandCover-2,RoadClass-4,0,1
61920,43,200,-1.55,0.72,56.29,Wastewater,Others,S,PVC,131.34,Geology-0,19.64,SoilType-6,No,93,No,LandCover-2,RoadClass-0,0,0
74334,29,315,-0.88,6.3,11.91,Combined,Others,S,PVC,105.79,Geology-2,15.47,SoilType-2,No,171,No,LandCover-1,RoadClass-0,0,1
5541,64,225,-1.14,3.06,35.32,Combined,MUF,S,BET,122.44,Geology-2,15.67,SoilType-6,No,104,No,LandCover-1,RoadClass-1,0,1
124373,46,110,-3.42,0.06,18.15,Wastewater,Others,S,PVC,128.49,Geology-2,15.62,SoilType-9,No,114,No,LandCover-2,RoadClass-2,0,1
164611,1,160,-1.86,4.9,74.16,Wastewater,Others,S,PVC,127.48,Geology-2,16.29,SoilType-9,No,142,No,LandCover-1,RoadClass-2,0,0
46104,86,225,-2.09,1.54,40.86,Combined,MUF,S,BET,107.17,Geology-2,15.5,SoilType-2,No,150,No,LandCover-1,RoadClass-0,0,1
163698,0,250,-1.82,0.73,52.76,Stormwater,Others,S,PVC,124.93,Geology-2,16.1,SoilType-6,No,171,No,LandCover-1,RoadClass-0,0,0
63129,47,375,-1.47,0.47,8.18,Stormwater,MUF,S,BET,133.17,Geology-2,18.59,SoilType-9,No,78,No,LandCover-1,RoadClass-0,0,1
162695,1,200,-2.56,-5.59,68.61,Wastewater,Others,S,PVC,132.93,Geology-2,19.16,SoilType-5,No,125,No,LandCover-1,RoadClass-2,0,0
161985,1,250,-0.99,4.14,67.74,Combined,Others,S,PVC,103.85,Geology-2,15.46,SoilType-2,No,85,No,LandCover-1,RoadClass-0,0,0
65632,46,225,-3.07,1.75,57.37,Combined,MUF,S,BET,135.63,Geology-2,17.13,SoilType-5,No,251,No,LandCover-5,RoadClass-1,0,0
161057,58,225,-2.12,-2.54,6.2,Combined,Others,S,BET,130.8,Geology-2,19.12,SoilType-6,No,120,No,LandCover-1,RoadClass-0,0,0
3285,8,160,-0.01,0.5,12.31,Wastewater,Others,S,PVC,144.12,Geology-2,13.62,SoilType-3,No,0,No,LandCover-1,RoadClass-0,0,0
1140,28,400,-1.09,4.15,49.39,Stormwater,MUF,S,BET,123.03,Geology-2,16.01,SoilType-9,No,175,No,LandCover-4,RoadClass-0,0,0
57205,40,225,-2,3.56,53.21,Combined,MUF,S,BET,142.46,Geology-0,25.04,SoilType-4,No,190,No,LandCover-1,RoadClass-0,0,1
88229,19,250,-0.98,3.35,29.92,Combined,Others,S,PVC,108.85,Geology-2,15.51,SoilType-0,No,225,No,LandCover-2,RoadClass-3,0,0
5763,52,315,-1.25,3.47,27.93,Combined,Others,S,PVC,101.84,Geology-2,15.45,SoilType-2,No,405,No,LandCover-1,RoadClass-0,0,0
66846,36,200,-0.6,0.34,55.79,Combined,Others,S,PVC,127.04,Geology-2,36.56,SoilType-5,No,138,No,LandCover-2,RoadClass-2,0,0
57153,42,300,-2.8,4.61,29.74,Combined,MUF,S,BET,142.51,Geology-0,24.43,SoilType-4,No,12,No,LandCover-1,RoadClass-2,0,1
74020,29,315,-4.08,1.02,30.35,Combined,Others,S,PVC,105.8,Geology-2,15.46,SoilType-2,No,171,No,LandCover-1,RoadClass-1,0,0
9489,52,225,-3.02,7.64,64.96,Combined,MUF,S,BET,108.44,Geology-2,15.44,SoilType-2,No,182,No,LandCover-2,RoadClass-0,0,0
66580,36,200,-4.32,0.78,58.8,Wastewater,MUF,S,BET,128.88,Geology-2,32.65,SoilType-5,No,6,No,LandCover-2,RoadClass-0,0,1
58432,46,200,-2.05,2.75,55.22,Stormwater,MUF,S,BET,124.3,Geology-2,16.06,SoilType-6,No,85,No,LandCover-5,RoadClass-3,0,1
56685,35,160,-1.67,2.34,41.06,Wastewater,Others,S,PVC,138.24,Geology-0,26.08,SoilType-5,No,180,No,LandCover-4,RoadClass-1,0,0
62571,48,225,-1.23,3.72,22.39,Combined,MUF,S,BET,131.7,Geology-2,19.1,SoilType-6,No,130,No,LandCover-1,RoadClass-0,0,1
129158,8,250,-2.24,-1.27,53.26,Wastewater,Others,S,PVC,145.81,Geology-0,13.75,SoilType-9,No,87,No,LandCover-4,RoadClass-1,0,0
69465,45,250,-1.55,8.42,22.37,Wastewater,IM,S,BET,147.21,Geology-0,19.95,SoilType-5,No,54,No,LandCover-1,RoadClass-3,0,0
57506,29,315,-1.55,0.18,53.63,Wastewater,Others,S,PVC,145.06,Geology-2,21.34,SoilType-4,No,0,No,LandCover-4,RoadClass-4,0,0
62574,47,300,-0.33,7.15,81.01,Stormwater,MUF,S,BET,131.61,Geology-2,19.15,SoilType-6,No,130,No,LandCover-4,RoadClass-3,0,1
59714,40,225,-0.66,3.21,45.39,Combined,MUF,S,BET,127.67,Geology-0,16.89,SoilType-9,No,29,No,LandCover-2,RoadClass-4,0,1
14510,98,225,-3.03,7.55,41.82,Combined,MUF,S,BET,100.9,Geology-2,15.47,SoilType-2,No,432,No,LandCover-1,RoadClass-1,0,1
170138,57,225,-4.04,-0.84,41.17,Combined,MUF,S,BET,139.04,Geology-2,18.33,SoilType-4,No,62,No,LandCover-4,RoadClass-0,0,0
141144,40,300,-2.24,1.99,64.99,Stormwater,MUF,S,BET,103.28,Geology-2,15.47,SoilType-2,No,85,No,LandCover-1,RoadClass-0,0,0
66579,36,200,-6.58,1.22,70.92,Wastewater,MUF,S,BET,129.16,Geology-2,31.86,SoilType-5,No,6,No,LandCover-2,RoadClass-0,0,1
156432,0,300,-3.2,1.86,40.46,Stormwater,Others,S,PPP,146.6,Geology-0,13.27,SoilType-6,No,15,No,LandCover-2,RoadClass-0,0,0
162962,91,200,-2.83,4.25,48.38,Combined,Others,S,BET,105.87,Geology-2,15.46,SoilType-2,No,542,No,LandCover-1,RoadClass-0,0,1
80763,16,250,-1.01,0.97,67.6,Stormwater,Others,S,PVC,131.93,Geology-2,23.19,SoilType-5,No,6,No,LandCover-1,RoadClass-1,0,0
67792,33,200,-1.38,0.59,52.35,Combined,IM,S,PVC,143.96,Geology-0,16.36,SoilType-9,No,90,No,LandCover-2,RoadClass-4,0,0
56706,35,200,-2.04,1.94,46.41,Stormwater,MUF,S,BET,137.24,Geology-0,26.04,SoilType-5,No,207,No,LandCover-4,RoadClass-0,0,1
153295,39,150,-1.66,1.22,24.99,Combined,MUF,S,BET,141.52,Geology-0,24.58,SoilType-4,No,167,No,LandCover-1,RoadClass-0,0,1
80107,20,200,-1.33,1.79,43.1,Combined,Others,S,PVC,106.02,Geology-2,15.48,SoilType-2,No,542,No,LandCover-1,RoadClass-0,0,0
155321,1,315,-0.97,0.47,59.64,Wastewater,Others,S,PVC,146.09,Geology-0,13.71,SoilType-7,No,11,No,LandCover-4,RoadClass-2,0,0
164973,1,250,-0.02,-1.19,55.23,Wastewater,IM,S,PVC,147.55,Geology-0,19.35,SoilType-5,No,36,No,LandCover-4,RoadClass-3,0,0
73226,26,250,-1.7,0.82,33.24,Combined,Others,S,PVC,106,Geology-2,15.49,SoilType-2,No,376,No,LandCover-1,RoadClass-0,0,0
156763,0,200,-2.8,-0.85,14.43,Wastewater,Others,S,PVC,146.61,Geology-0,13.43,SoilType-6,No,15,No,LandCover-2,RoadClass-2,0,0
73958,64,150,-1.7,5.69,6.49,Combined,MUF,S,BET,106.17,Geology-2,15.49,SoilType-2,No,376,No,LandCover-1,RoadClass-0,0,1
172077,49,225,-2.17,-0.73,9.55,Combined,MUF,S,BET,134.96,Geology-2,19.08,SoilType-5,No,200,No,LandCover-2,RoadClass-1,12750,1
63625,20,225,-2.24,0.85,40.62,Wastewater,MUF,S,Others,132.02,Geology-0,20.41,SoilType-5,No,109,No,LandCover-2,RoadClass-0,0,1
56708,35,160,-2.64,0.66,30.17,Wastewater,Others,S,PVC,137.07,Geology-0,26.28,SoilType-5,No,207,No,LandCover-1,RoadClass-0,0,0
77063,100,200,-1.86,-0.26,16.09,Stormwater,Others,S,Others,103.8,Geology-2,15.47,SoilType-2,No,85,No,LandCover-1,RoadClass-0,0,0
88550,19,250,-2.76,6.33,46.89,Combined,Others,S,PVC,109.02,Geology-2,15.51,SoilType-0,No,225,No,LandCover-2,RoadClass-4,0,0
76626,35,600,-1.44,-0.3,51.82,Combined,Others,S,PVC,106.32,Geology-2,15.5,SoilType-2,No,376,No,LandCover-1,RoadClass-0,13550,0
169678,1,160,-1,1.08,31.64,Stormwater,Others,S,PVC,105.83,Geology-2,15.48,SoilType-2,No,171,No,LandCover-1,RoadClass-0,0,0
65594,46,200,-1.6,-4.13,6.22,Combined,MUF,S,BET,135.98,Geology-2,15.52,SoilType-5,No,251,No,LandCover-1,RoadClass-0,6800,1
88942,20,200,-2.38,4.95,69.8,Stormwater,Others,S,PVC,123.46,Geology-2,17.94,SoilType-9,No,9,No,LandCover-2,RoadClass-4,0,0
159108,0,200,-1.25,2.64,35.26,Stormwater,Others,S,PVC,149.33,Geology-0,2.6,SoilType-9,No,118,No,LandCover-2,RoadClass-0,0,0
133015,13,160,-3.73,15.18,22.71,Wastewater,Others,S,PVC,115.82,Geology-2,15.61,SoilType-5,No,157,No,LandCover-1,RoadClass-2,0,0
69212,40,200,-0.97,0.64,19.64,Stormwater,IM,S,BET,146.39,Geology-0,16.44,SoilType-9,No,81,No,LandCover-2,RoadClass-0,0,1
4931,36,200,-1.83,-0.25,1.67,Combined,Others,S,PVC,127.95,Geology-2,34.72,SoilType-5,No,138,No,LandCover-2,RoadClass-4,0,1
163508,1,200,-1.78,-10.85,3.35,Stormwater,Others,S,PVC,102.6,Geology-2,15.45,SoilType-3,No,84,No,LandCover-4,RoadClass-0,0,0
163852,1,250,-1.6,-0.73,33.68,Stormwater,Others,S,PVC,124.82,Geology-2,16.1,SoilType-6,No,171,No,LandCover-4,RoadClass-0,0,0
66663,56,200,-2.7,5.25,19.25,Wastewater,MUF,S,BET,129.14,Geology-2,33.32,SoilType-5,No,138,No,LandCover-2,RoadClass-1,0,0
69579,45,300,-1.54,-0.33,7.05,Wastewater,IM,S,BET,147.31,Geology-0,18.44,SoilType-5,No,12,No,LandCover-4,RoadClass-0,0,0
69468,45,250,-1.93,5.21,29.57,Wastewater,IM,S,BET,147.1,Geology-0,19.72,SoilType-6,No,54,No,LandCover-2,RoadClass-3,0,0
159146,0,200,-1.45,3.57,22.95,Stormwater,Others,S,PVC,149.37,Geology-0,2.84,SoilType-9,No,118,No,LandCover-1,RoadClass-0,0,0
160622,1,500,-1.62,0.98,44.9,Stormwater,Others,S,PPP,131.77,Geology-2,19.12,SoilType-6,No,130,No,LandCover-4,RoadClass-0,0,0
72419,89,300,-2.12,-0.64,9.2,Combined,MUF,S,BET,109.42,Geology-2,15.52,SoilType-0,No,102,No,LandCover-1,RoadClass-1,0,1
164189,1,200,-1.66,4.67,61.67,Wastewater,Others,S,PVC,143.03,Geology-0,25.4,SoilType-5,No,64,No,LandCover-1,RoadClass-0,0,0
163226,1,200,-1.5,1.69,74.05,Stormwater,Others,S,PVC,143.96,Geology-2,23.61,SoilType-5,No,94,No,LandCover-2,RoadClass-3,0,0
69467,45,250,-2.24,6.57,5.76,Wastewater,IM,S,BET,147.13,Geology-0,19.85,SoilType-5,No,54,No,LandCover-1,RoadClass-3,0,0
45942,68,225,-1.37,2.18,54.76,Combined,MUF,S,BET,107.79,Geology-2,15.5,SoilType-2,No,382,No,LandCover-4,RoadClass-1,0,1
27906,40,600,-1.71,2.86,7.77,Combined,Others,S,PVC,103.66,Geology-2,15.47,SoilType-2,No,85,No,LandCover-1,RoadClass-0,0,0
156007,32,225,-0.98,9.88,22.16,Wastewater,Others,S,BET,128.93,Geology-2,16.33,SoilType-9,No,224,No,LandCover-1,RoadClass-2,0,1
60661,53,200,-1,-7.44,9.08,Stormwater,MUF,S,BET,129.24,Geology-2,16.7,SoilType-9,No,95,No,LandCover-1,RoadClass-1,8700,0
67456,47,225,-2.32,9.82,38.75,Combined,MUF,S,BET,145.22,Geology-0,14.05,SoilType-9,No,129,No,LandCover-2,RoadClass-2,0,1
159263,1,315,-1.41,6.06,29.71,Stormwater,Others,S,PVC,122.48,Geology-2,15.5,SoilType-2,No,115,No,LandCover-1,RoadClass-1,0,0
163697,0,160,-1.94,0.86,52.19,Wastewater,Others,S,PVC,124.93,Geology-2,16.1,SoilType-6,No,171,No,LandCover-1,RoadClass-0,0,0
69063,32,160,-3.28,1.13,29.23,Wastewater,IM,S,PVC,149.16,Geology-0,8.78,SoilType-7,No,124,No,LandCover-2,RoadClass-0,0,1
161480,1,230,-2.03,1.82,51.61,Combined,MUF,S,BET,122.44,Geology-2,15.73,SoilType-9,No,104,No,LandCover-4,RoadClass-0,0,1
165486,1,200,-2.18,0.64,87,Wastewater,Others,S,PVC,144.12,Geology-0,24.51,SoilType-4,No,190,No,LandCover-4,RoadClass-0,0,0
2747,90,450,-1.77,1.01,43.71,Combined,MUF,S,BET,123.03,Geology-2,15.51,SoilType-2,No,237,No,LandCover-4,RoadClass-0,0,1
163315,1,250,-1.78,7.02,46.67,Stormwater,Others,S,PVC,102.54,Geology-2,15.45,SoilType-2,No,84,No,LandCover-1,RoadClass-0,0,0
52913,24,300,-2.18,0.25,9.19,Combined,MUF,S,Others,142.77,Geology-0,15.41,SoilType-9,No,130,No,LandCover-2,RoadClass-1,0,0
55435,38,200,-1.96,0.2,45.61,Wastewater,MUF,S,BET,140.58,Geology-0,20.18,SoilType-4,No,68,No,LandCover-2,RoadClass-3,0,0
164509,47,375,-2.37,-0.3,29.55,Stormwater,Others,S,BET,133.08,Geology-2,18.74,SoilType-9,No,78,No,LandCover-1,RoadClass-2,0,1
4015,59,300,-1.54,0.97,11.76,Combined,MUF,S,BET,122.4,Geology-0,15.63,SoilType-4,No,236,No,LandCover-1,RoadClass-0,6690,0
74315,91,200,-0.76,1.35,9.1,Combined,Others,S,BET,105.88,Geology-2,15.46,SoilType-2,No,542,No,LandCover-1,RoadClass-0,0,1
57269,31,160,-1.63,5.2,28.54,Wastewater,Others,S,PVC,144.62,Geology-0,25.15,SoilType-9,No,9,No,LandCover-4,RoadClass-0,0,0
129850,15,200,-1.43,2.43,46.58,Wastewater,Others,S,PVC,129.3,Geology-0,19.39,SoilType-5,No,20,No,LandCover-1,RoadClass-0,12260,0
56757,54,150,-1.57,0.49,35.03,Wastewater,MUF,S,BET,140.01,Geology-0,25.56,SoilType-5,No,167,No,LandCover-1,RoadClass-3,0,1
20351,52,230,-2.05,0.43,39.07,Combined,MUF,S,BET,120.6,Geology-0,15.59,SoilType-5,No,170,No,LandCover-2,RoadClass-0,0,1
162387,1,400,-1.86,6.05,42.61,Stormwater,Others,S,PVC,132.93,Geology-2,19.08,SoilType-5,No,125,No,LandCover-4,RoadClass-0,0,0
69218,40,200,-1.89,1.88,51.63,Stormwater,IM,S,BET,146.37,Geology-0,16.12,SoilType-9,No,81,No,LandCover-2,RoadClass-0,0,1
4371,48,200,-1.29,3.45,40.64,Combined,MUF,S,BET,122.67,Geology-2,15.85,SoilType-9,No,162,No,LandCover-4,RoadClass-2,0,1
52180,21,200,-3.35,1.68,16.17,Wastewater,Others,S,PVC,142.63,Geology-0,14.69,SoilType-9,No,116,No,LandCover-4,RoadClass-2,0,0
164617,0,315,-2.05,3.55,45.71,Stormwater,Others,S,PVC,141.86,Geology-0,25.91,SoilType-5,No,64,No,LandCover-1,RoadClass-0,0,0
70186,28,200,-2.99,1.9,49.87,Stormwater,IM,S,BET,150.44,Geology-0,11.73,SoilType-4,No,11,No,LandCover-1,RoadClass-3,0,1
152365,30,400,-1.23,-1.01,7.09,Wastewater,Others,Others,PVC,105.78,Geology-2,15.47,SoilType-2,No,171,No,LandCover-2,RoadClass-0,0,0
58192,60,600,-1.64,-2.38,10.5,Combined,Others,S,BET,123.38,Geology-2,16.08,SoilType-4,No,102,No,LandCover-2,RoadClass-0,8700,0
20362,50,230,-1.46,1.2,28.59,Combined,MUF,S,BET,120.27,Geology-2,15.58,SoilType-9,No,170,No,LandCover-2,RoadClass-1,0,1
68175,34,200,-4.83,7.8,37.12,Stormwater,IM,S,BET,145.54,Geology-0,16.18,SoilType-6,No,20,No,LandCover-4,RoadClass-2,0,0
67710,33,200,-0.33,2,50.08,Wastewater,IM,S,BET,143.75,Geology-0,16.43,SoilType-6,No,55,No,LandCover-1,RoadClass-0,0,1
60634,54,225,-1.61,-0.33,12.9,Combined,MUF,S,BET,129.57,Geology-2,16.73,SoilType-6,No,95,No,LandCover-1,RoadClass-0,8700,1
159903,0,250,-0.76,7.45,47.58,Stormwater,Others,S,PVC,122.52,Geology-2,15.46,SoilType-2,No,91,No,LandCover-1,RoadClass-0,0,0
56674,35,200,-1.1,0.35,40.75,Wastewater,MUF,S,BET,138.6,Geology-0,25.75,SoilType-5,No,180,No,LandCover-1,RoadClass-2,0,0
74019,29,315,-2.96,28.1,11.31,Combined,Others,S,PVC,105.81,Geology-2,15.46,SoilType-2,No,171,No,LandCover-1,RoadClass-0,0,0
4244,90,400,-1.61,0.27,35.61,Combined,MUF,S,BET,123.13,Geology-2,15.51,SoilType-2,No,237,No,LandCover-1,RoadClass-1,0,1
4081,55,400,-1.52,1.2,19.03,Stormwater,MUF,S,BET,122.41,Geology-2,15.6,SoilType-9,No,104,No,LandCover-2,RoadClass-0,0,1
163886,1,315,-2.38,0.35,73.48,Stormwater,Others,S,PVC,145.34,Geology-0,24.4,SoilType-4,No,208,No,LandCover-2,RoadClass-0,0,0
69040,33,400,-1.28,0.76,58.28,Stormwater,IM,S,BET,149.41,Geology-0,9.18,SoilType-7,No,123,No,LandCover-2,RoadClass-0,0,0
151571,0,200,-1.14,0.62,43.39,Wastewater,Others,S,PVC,116.92,Geology-2,15.56,SoilType-9,No,37,No,LandCover-1,RoadClass-0,5100,0
151225,43,225,-2.06,2.44,42.95,Combined,MUF,S,BET,143.03,Geology-0,25.42,SoilType-5,No,208,No,LandCover-4,RoadClass-0,0,1
56844,58,225,-0.36,1.33,45.73,Combined,MUF,S,BET,138.66,Geology-2,24.39,SoilType-4,No,180,No,LandCover-4,RoadClass-0,0,0
165409,1,200,-2.29,0.62,10.98,Wastewater,Others,S,PVC,144.06,Geology-0,22.8,SoilType-4,No,71,No,LandCover-2,RoadClass-0,0,0
5275,49,250,-1.92,3.16,29.35,Combined,MUF,S,BET,127.54,Geology-2,16.3,SoilType-9,No,142,No,LandCover-1,RoadClass-2,0,1
166322,43,225,-2.37,1.7,17.81,Combined,MUF,S,BET,136.62,Geology-2,15.9,SoilType-5,No,195,No,LandCover-4,RoadClass-1,0,0
168969,1,200,-1.33,0.68,35.7,Combined,Others,S,BET,122.55,Geology-2,15.68,SoilType-9,No,162,No,LandCover-1,RoadClass-2,0,1
24452,68,300,-0.07,2.77,43.82,Combined,MUF,S,BET,117.36,Geology-2,15.57,SoilType-9,No,303,No,LandCover-1,RoadClass-1,0,1
67418,37,375,-1.42,19.89,1.55,Combined,MUF,S,BET,145.48,Geology-0,13.55,SoilType-9,No,59,No,LandCover-2,RoadClass-1,0,0
67420,37,375,-1.48,0.86,27.78,Combined,MUF,S,BET,145.47,Geology-0,13.62,SoilType-9,No,59,No,LandCover-4,RoadClass-2,0,1
75077,18,300,-0.72,-0.57,45.25,Wastewater,MUF,S,Others,145.64,Geology-0,13.82,SoilType-9,No,87,No,LandCover-4,RoadClass-2,0,1
158077,1,200,-1.89,0.92,78.09,Wastewater,Others,S,PVC,120.02,Geology-0,15.59,SoilType-9,No,129,No,LandCover-2,RoadClass-0,0,0
57532,29,160,-2.89,8.5,49.58,Wastewater,Others,S,PVC,142.69,Geology-2,23.36,SoilType-5,No,26,No,LandCover-4,RoadClass-2,0,0
57394,32,200,-2.48,18.67,11.84,Wastewater,MUF,S,BET,142.37,Geology-2,24.45,SoilType-5,No,70,No,LandCover-1,RoadClass-4,0,1
69405,40,200,-3.76,5.23,72.42,Stormwater,IM,S,BET,146.9,Geology-0,18.18,SoilType-9,No,54,No,LandCover-2,RoadClass-1,0,1
1699,64,225,-1.58,3.82,10.51,Combined,MUF,S,BET,122.5,Geology-2,15.67,SoilType-6,No,111,No,LandCover-2,RoadClass-0,0,1
70527,48,225,-2.86,3.53,32.23,Combined,MUF,S,BET,144.55,Geology-0,15.06,SoilType-9,No,0,No,LandCover-4,RoadClass-3,0,1
160409,0,225,-1.7,-1.29,79.75,Combined,Others,S,BET,131.01,Geology-2,19.19,SoilType-6,No,120,No,LandCover-1,RoadClass-0,0,1
61067,19,160,-1.98,0.26,8.39,Wastewater,Others,S,PVC,128.72,Geology-2,19.3,SoilType-5,No,20,No,LandCover-1,RoadClass-3,0,0
158258,34,225,-1.83,2.49,24.63,Stormwater,MUF,S,BET,138.26,Geology-0,26.08,SoilType-5,No,167,No,LandCover-4,RoadClass-0,0,1
154172,38,125,-1.13,-0.14,21.63,Wastewater,Others,S,PVC,143.3,Geology-0,22.52,SoilType-4,No,134,No,LandCover-2,RoadClass-0,0,1
6520,55,225,-1.77,2.95,32.94,Combined,MUF,S,BET,105.4,Geology-2,15.43,SoilType-2,No,405,No,LandCover-2,RoadClass-0,0,0
27734,28,200,-1.25,2.97,60.95,Wastewater,Others,S,PVC,112.42,Geology-2,15.54,SoilType-2,No,330,No,LandCover-4,RoadClass-0,0,0
56692,35,125,-0.97,1.18,23.79,Wastewater,MUF,S,PVC,137.4,Geology-0,26.52,SoilType-5,No,207,No,LandCover-1,RoadClass-0,0,0
1807,36,200,-4.06,9.02,24.72,Wastewater,Others,S,PVC,122.84,Geology-2,17.82,SoilType-9,No,180,No,LandCover-2,RoadClass-0,0,0
1742,36,225,-1.8,2.45,12.44,Wastewater,Others,S,BET,122.83,Geology-2,17.8,SoilType-9,No,180,No,LandCover-2,RoadClass-0,0,1
59703,40,225,-1.53,4.14,18,Combined,MUF,S,BET,127.08,Geology-0,16.81,SoilType-9,No,111,No,LandCover-2,RoadClass-0,0,0
66582,35,200,-1.54,1.22,37.39,Wastewater,MUF,S,PVC,128.13,Geology-2,34.26,SoilType-5,No,138,No,LandCover-2,RoadClass-4,0,0
56684,34,160,-1.61,1.02,43.18,Wastewater,Others,S,PVC,138.28,Geology-0,25.87,SoilType-5,No,180,No,LandCover-1,RoadClass-0,0,0
170654,1,200,-1.64,0.01,41.17,Wastewater,Others,S,BET,143.59,Geology-0,16.2,SoilType-9,No,55,No,LandCover-2,RoadClass-0,0,1
170865,90,200,-0.1,15.59,15.48,Combined,Others,S,PVC,96.44,Geology-2,15.45,SoilType-2,Yes,498,No,LandCover-1,RoadClass-0,0,0
163387,1,225,-0.43,-2.85,11.94,Combined,Others,S,BET,134.22,Geology-0,21.5,SoilType-5,No,121,No,LandCover-2,RoadClass-1,0,0
